Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
125. Tuner,2025,1h 47m,R,7.2,15K,75.0,"A talented piano tuner who suffers from hyperacusis discovers an unexpected aptitude for cracking safes, turning his life upside down.",https://www.imdb.com/title/tt33296751/?ref_=sr_i_125,"['Daniel Roher', 'Robert Ramsey']",['Daniel Roher'],"['Leo Woodall', 'Dustin Hoffman', 'Alisen Richmond-Peck', 'Ellyn Jameson', 'Tim Blair', 'Tovah Feldshuh', 'Jean Yoon', 'Havana Rose Liu', 'Nicola Correia-Damude', 'Lior Raz']",,"$104,420","$11,997,731","$4,488,714","May 29, 2026","['Canada', 'United States']","['Toronto, Ontario, Canada']","['Black Bear', 'Elevation Pictures', 'English Breakfast Productions']","Awards, 5 nominations total","['Heist', 'Crime', 'Drama', 'Music', 'Romance', 'Thriller']",['English']
126. The Secret Agent,2025,2h 41m,R,7.2,59K,91.0,"Amid the political turmoil of 1977 Brazil, a technology expert is forced into hiding and seeks help from the underground resistance as he tries to flee the country with his young son.",https://www.imdb.com/title/tt27847051/?ref_=sr_i_126,['Kleber Mendonça Filho'],['Kleber Mendonça Filho'],"['Robson Andrade', 'Wagner Moura', 'Rubens Santos', 'Licínio Januário', 'Joálisson Cunha', 'Marcelo Valle', 'Fabiana Pirro', 'Hermila Guedes', 'Márcio De Paula', 'Gregorio Graziosi']","R$27,000,000 (estimated)","$47,968","$19,291,654","$4,282,051","November 6, 2025","['Brazil', 'France', 'Mexico', 'Germany', 'Netherlands']","['Recife, Pernambuco, Brazil']","['CinemaScópio Produções', 'MK Productions', 'ONE TWO Films']","Nominated for 4 Oscars, 104 wins & 177 nominations total","['Portuguese', 'Epic', 'Period Drama', 'Political Thriller', 'Suspense Mystery', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Portuguese', 'German', 'English']"
127. Keeper,2025,1h 39m,R,5.5,21K,54.0,"A romantic anniversary trip to a secluded cabin turns sinister when a dark presence reveals itself, forcing a couple to confront the property's haunting past.",https://www.imdb.com/title/tt32332404/?ref_=sr_i_127,['Nick Lepard'],['Osgood Perkins'],"['Tatiana Maslany', 'Rossif Sutherland', 'Birkett Turton', 'Eden Weiss', 'Cassandra Ebner', 'Tess Degenstein', 'Erin Boyes', 'Gina Vultaggio', 'Claire Friesen', 'Christin Park']","$6,000,000 (estimated)","$2,527,627","$6,250,312","$4,200,165","November 14, 2025","['Canada', 'United States']","['Vancouver, British Columbia, Canada']","['Oddfellows Pictures', 'Range Media Partners', 'Wayward Entertainment']","Awards, 1 win & 4 nominations total","['Body Horror', 'Folk Horror', 'Monster Horror', 'Psychological Horror', 'Supernatural Horror', 'Suspense Mystery', 'Tragedy', 'Horror', 'Mystery']",['English']
128. Nirvanna the Band the Show the Movie,2025,1h 40m,R,7.8,9.1K,79.0,"When their plan to book a show at the Rivoli goes horribly wrong, Matt and Jay accidentally travel back to the year 2008.",https://www.imdb.com/title/tt35522483/?ref_=sr_i_128,"['Matt Johnson', 'Jay McCarrol', 'Jared Raab']",['Matt Johnson'],"['Matt Johnson', 'Jay McCarrol', 'Ben Petrie', 'Ethan Eng', 'Michael Scott', 'Reid Janisse', 'Steve Hamelin', 'Luke Lalonde', 'Maddy Wilde', 'Mitch Derosier']","$2,000,000 (estimated)","$1,255,889","$5,191,174","$4,044,418","November 17, 2025",['Canada'],"['Toronto, Ontario, Canada']","['Zapruder Films', 'Crave', 'Ontario Creates']","Awards, 8 wins & 6 nominations total","['Buddy Comedy', 'Mockumentary', 'Time Travel', 'Adventure', 'Comedy', 'Sci-Fi']",['English']
129. Ella McCay,2025,1h 55m,PG-13,5.2,6.7K,39.0,An idealistic young woman juggles her family and work life in a comedy about the people you love and how to survive them.,https://www.imdb.com/title/tt30096221/?ref_=sr_i_129,['James L. Brooks'],['James L. Brooks'],"['Emma Mackey', 'Jamie Lee Curtis', 'Albert Brooks', 'Spike Fearn', 'Woody Harrelson', 'Rebecca Hall', 'Ayo Edebiri', 'Kumail Nanjiani', 'Jack Lowden', 'Julie Kavner']","$35,000,000 (estimated)","$2,020,541","$4,568,645","$4,033,242","December 12, 2025",['United States'],"['Providence, Rhode Island, USA']","['20th Century Studios', 'Gracie Films', 'TSG Entertainment']","Awards, 1 nomination total","['Comedy', 'Drama']",['English']
130. Shadow Force,2025,1h 44m,R,4.7,5.8K,27.0,"An estranged couple with a bounty on their heads must go on the run with their son to avoid their former employer, a unit of shadow ops that has been sent to kill them.",https://www.imdb.com/title/tt11092020/?ref_=sr_i_130,"['Leon Chills', 'Joe Carnahan']",['Joe Carnahan'],"['Kerry Washington', 'Omar Sy', 'Jahleel Kamara', 'Mark Strong', ""Da'Vine Joy Randolph"", 'Method Man', 'Marshall Cook', 'Ed Quinn', 'Marvin Jones III', 'Jénel Stevens']","$40,000,000 (estimated)","$2,151,852","$5,416,976","$3,933,483","May 9, 2025",['United States'],,"['Lionsgate', 'Media Capital Technologies', 'Made With Love Media']","Awards, 2 nominations total","['Conspiracy Thriller', 'Globetrotting Adventure', 'Action', 'Drama', 'Thriller']","['English', 'French', 'Spanish', 'German']"
131. Pillion,2025,1h 46m,Unrated,6.9,21K,85.0,"A directionless man is swept off his feet when an enigmatic, impossibly handsome biker takes him on as his submissive.",https://www.imdb.com/title/tt32321317/?ref_=sr_i_131,"['Harry Lighton', 'Adam Mars-Jones']",['Harry Lighton'],"['Harry Melling', 'Alexander Skarsgård', 'Douglas Hodge', 'Lesley Sharp', 'Jake Shears', 'Mat Hill', 'Nick Figgis', 'Zoe Engerer', 'Jake Sharp', 'Jacob Carter']",,"$241,769","$6,669,795","$3,852,823","February 27, 2026","['Ireland', 'United Kingdom']","['The Chequers Pub, Cray Road, Crockenhill, Swanley, Kent, England, UK']","['BBC Film', 'British Film Institute (BFI)', 'Fremantle Picturehouse Entertainment']","Nominated for 3 BAFTA Awards, 17 wins & 35 nominations total","['Dark Comedy', 'Psychological Drama', 'Raunchy Comedy', 'Steamy Romance', 'Comedy', 'Drama', 'Romance']",['English']
132. Exit 8,2025,1h 35m,PG-13,6.5,27K,71.0,"A man becomes increasingly desperate when he realizes he is trapped in a subway station, needing to complete a mission to get out.",https://www.imdb.com/title/tt35222590/?ref_=sr_i_132,"['Kotake Create', 'Kentaro Hirase', 'Genki Kawamura']",['Genki Kawamura'],"['Kazunari Ninomiya', 'Yamato Kochi', 'Naru Asanuma', 'Kotone Hanase', 'Hirota Ôtsuka', 'Tara Nakashima', 'Reo Soda', 'Mikio Ueda', 'Hikaru Kaihotsu', 'Nana Komatsu']",,"$1,435,789","$43,892,680","$3,735,090","August 29, 2025",['Japan'],"['Tokyo, Japan']","['AOI Promotion', 'Story', 'Toho']","Awards, 2 wins & 5 nominations total","['Japanese', 'Body Horror', 'Folk Horror', 'Monster Horror', 'Psychological Horror', 'Psychological Thriller', 'Supernatural Horror', 'Action', 'Adventure', 'Horror']",['Japanese']
133. Colorful Stage! The Movie: A Miku Who Can't Sing,2025,1h 50m,PG,6.4,1.5K,,Shibuya teen musician Ichika meets Hatsune Miku after hearing her song in a store. The pair work together to help Miku forge emotional connections through music.,https://www.imdb.com/title/tt33050528/?ref_=sr_i_133,['Yoko Yonaiyama'],['Hiroyuki Hata'],"['Masaki Aizawa', 'Akina', 'Yurina Amami', 'Yu Asakawa', 'Ryosuke Asano', 'Kou Bonkobara', 'Deco 27', 'Maya Enoyoshi', 'Naoto Fuga', 'Sho Fujisawa']",,"$2,826,012","$14,721,666","$3,661,284","April 11, 2025",['Japan'],,"['Colorful Palette', 'Crypton Future Media', 'CyberAgent']",,"['Japanese', 'Anime', 'Epic', 'Hand-Drawn Animation', 'Pop Musical', 'Teen Drama', 'Animation', 'Drama', 'Fantasy', 'Music']",['Japanese']
134. Saiyaara,2025,2h 30m,TV-14,6.3,60K,,"Heartbroken after being ditched at the altar, Vaani meets angry, struggling musician Krish. Her poetry ignites his songs and their passionate love. But as fame rises, her fading memories threaten to erase everything.",https://www.imdb.com/title/tt28037987/?ref_=sr_i_134,"['Sankalp Sadanah', 'Rohan Shankar']",['Mohit Suri'],"['Ahaan Panday', 'Aneet Padda', 'Rajesh Kumar', 'Geeta Agrawal Sharma', 'Anngad Raaj', 'Varun Badola', 'Shaad Randhawa', 'Sid Makkar', 'Shaan R Grover', 'Alam Khan']",,"$159,024","$12,903,760","$3,359,480","July 18, 2025",['India'],,['Yash Raj Films'],"Awards, 39 wins & 24 nominations total","['Hindi', 'Pop Musical', 'Drama', 'Musical', 'Romance']",['Hindi']
135. 2025 Oscar Nominated Short Films: Live Action,2025,1h 44m,,7.7,66,,ShortTV's annual compilation film showcasing the five 2025 Oscar-nominated contending for short films in Best Live-Action Short Film category.,https://www.imdb.com/title/tt35115983/?ref_=sr_i_135,[],[],,,"$852,364","$3,275,477","$3,275,477","February 14, 2025",,,,,[],[]
136. After the Hunt,2025,2h 18m,R,5.7,24K,52.0,A college professor finds herself at a personal and professional crossroads when a star pupil levels an accusation against one of her colleagues and a dark secret from her own past threatens to come to light.,https://www.imdb.com/title/tt32159989/?ref_=sr_i_136,['Nora Garrett'],['Luca Guadagnino'],"['Julia Roberts', 'Ayo Edebiri', 'Andrew Garfield', 'Michael Stuhlbarg', 'Chloë Sevigny', 'Lío Mehiel', 'David Leiber', 'Thaddea Graham', 'Will Price', 'Christine Dye']",,"$158,679","$9,438,040","$3,258,830","October 17, 2025","['United States', 'Italy']","['Cambridge, Cambridgeshire, England, UK']","['Amazon MGM Studios', 'Imagine Entertainment', 'Frenesy Film Company']","Awards, 2 wins & 9 nominations total","['Psychological Drama', 'Psychological Thriller', 'Crime', 'Drama', 'Thriller']","['English', 'German', 'Italian', 'French']"
137. Jujutsu Kaisen: Hidden Inventory / Premature Death - The Movie,2025,1h 50m,,7.9,2.6K,,"Once-friends Gojo and Geto must protect Riko Amanai, marked as the Star Plasma Vessel sacrifice. Hunted by cultists and curse users, these powerful sorcerers face a mission that will test their limits and shape their futures.",https://www.imdb.com/title/tt36956670/?ref_=sr_i_137,"['Gege Akutami', 'Hiroshi Seko', 'Jeff Nimoy']","['Shouta Goshozono', 'Yôsuke Takada']","['Ryan Bartley', 'Reba Buhr', 'Amber Lee Connors', 'Robbie Daymond', 'Aya Endô', 'Takehito Koyasu', 'Anjali Kunapaneni', 'Lex Lang', 'Mick Lauer', 'Ryan Colt Levy']",,"$442,799","$9,368,088","$3,257,365","July 16, 2025",['Japan'],,"['Mappa', 'Toho Animation']",,"['Japanese', 'Adult Animation', 'Anime', 'Hand-Drawn Animation', 'Shōnen', 'Action', 'Animation', 'Fantasy']",['Japanese']
138. War 2,2025,2h 50m,TV-MA,5.1,34K,,"Working as a mercenary, Kabir accepts a high-risk mission for a criminal network. But soon, his task pits him against his unflinching former ally.",https://www.imdb.com/title/tt27425164/?ref_=sr_i_138,"['Aditya Chopra', 'Shridhar Raghavan', 'Abbas Tyrewala']",['Ayan Mukerji'],"['Hrithik Roshan', 'N.T. Rama Rao Jr.', 'Kiara Advani', 'Ashutosh Rana', 'Anil Kapoor', 'Varun Badola', 'Arista Mehta', 'Vijay Vikram Singh', 'K.C. Shankar', 'Reshma Bombaywala']","₹3,000,000,000 (estimated)","$1,677,835","$6,207,333","$3,087,065","August 14, 2025",['India'],"['Salamanca, Castilla y León, Spain (Plaza de Anaya)']",['Yash Raj Films'],"Awards, 3 nominations total","['Hindi', 'Spy Universe Yash Raj Films', 'Action Epic', 'Globetrotting Adventure', 'Spy', 'Action', 'Adventure', 'Thriller']","['Hindi', 'Telugu', 'Tamil']"
139. Rule Breakers,2025,2h,PG,6.6,1.2K,55.0,"In a nation where educating girls is rebellion, a visionary woman sparks hope and opposition. Their courage ignites a movement that could transform their nation forever.",https://www.imdb.com/title/tt23398348/?ref_=sr_i_139,"['Jason Brown', 'Bill Guttentag', 'Elaha Mahboob']",['Bill Guttentag'],"['Nikohl Boosheri', 'Ali Fazal', 'Phoebe Waller-Bridge', 'Mustapha Adidou', 'Amber Afzali', 'Waj Ali', 'Gracie Anderson', 'Attila Árpa', 'Mansour Badri', 'Tarik Belmekki']","$8,000,000 (estimated)","$1,503,826","$2,997,909","$2,969,825","March 7, 2025",['United States'],"['Marrakech, Morocco (Herat, Afghanistan)']",['Parallax Productions'],"Awards, 3 wins & 1 nomination total","['Coming-of-Age', 'Drama']",['English']
140. Dangerous Animals,2025,1h 38m,R,6.4,37K,65.0,"When Zephyr, a savvy and free-spirited surfer, is abducted by a shark-obsessed serial killer and held captive on his boat, she must figure out how to escape before he carries out a ritualistic feeding to the sharks below.",https://www.imdb.com/title/tt32299316/?ref_=sr_i_140,['Nick Lepard'],['Sean Byrne'],"['Hassie Harrison', 'Jai Courtney', 'Josh Heuston', 'Ella Newton', 'Liam Greinke', 'Rob Carlton', 'Ali Basoka', 'Michael Goldman', 'Carla Haynes', 'Dylan Eastland']","$4,000,000 (estimated)","$1,563,961","$9,307,295","$2,738,137","June 6, 2025","['Australia', 'United States', 'Canada']","['Gold Coast, Queensland, Australia (Beach)']","['LD Entertainment', 'Brouhaha Entertainment', 'Range Media Partners']","Awards, 9 nominations total","['Psychological Horror', 'Psychological Thriller', 'Horror', 'Thriller']","['English', 'Dutch']"
141. Eleanor the Great,2025,1h 38m,PG-13,6.7,7.4K,52.0,"After a devastating loss, witty and proudly troublesome Eleanor Morgenstein, 94, tells a tale that takes on its own dangerous life.",https://www.imdb.com/title/tt30268321/?ref_=sr_i_141,['Tory Kamen'],['Scarlett Johansson'],"['June Squibb', 'Erin Kellyman', 'Chiwetel Ejiofor', 'Jessica Hecht', 'Rita Zohar', 'Will Price', 'Lauren Klein', 'Stephen Singer', 'Beth Goodrich', 'Elaine Bromka']",,"$894,686","$4,817,489","$2,607,002","September 26, 2025",['United States'],,"['Pinky Promise', 'Maven Pictures', 'These Pictures']","Awards, 2 wins & 14 nominations total",['Drama'],"['English', 'Yiddish']"
142. The Testament of Ann Lee,2025,2h 16m,R,6.5,9.7K,80.0,"Ann Lee, the founding leader of the Shaker Movement, is proclaimed as the female Christ by her followers. This film depicts her establishment of a utopian society and the Shakers' worship through song and dance, based on real events.",https://www.imdb.com/title/tt34819091/?ref_=sr_i_142,"['Brady Corbet', 'Mona Fastvold']",['Mona Fastvold'],"['Amanda Seyfried', 'Lewis Pullman', 'Thomasin McKenzie', 'Matthew Beard', 'Christopher Abbott', 'Viola Prettejohn', 'David Cale', 'Stacy Martin', 'Scott Handy', 'Jeremy Wheeler']",,"$74,796","$4,197,171","$2,515,020","January 23, 2026","['United States', 'United Kingdom']","['Budapest, Hungary (outdoor and indoor sets)']","['Annapurna Pictures', 'Kaplan Morrison', 'Intake Films']","Awards, 8 wins & 58 nominations total","['Period Drama', 'Biography', 'Drama', 'History', 'Musical']",['English']
143. Spinal Tap II: The End Continues,2025,1h 23m,R,6.4,9.6K,57.0,The band reunite after a 15-year break for one final concert.,https://www.imdb.com/title/tt20222166/?ref_=sr_i_143,"['Christopher Guest', 'Michael McKean', 'Rob Reiner']",['Rob Reiner'],"['Christopher Guest', 'Michael McKean', 'Harry Shearer', 'Rob Reiner', 'Valerie Franco', 'CJ Vanston', 'Jean Cromie', 'Kerry Godliman', 'Garth Brooks', 'Trisha Yearwood']",,"$1,612,395","$3,344,424","$2,508,554","September 12, 2025",['United States'],"['New Orleans, Louisiana, USA']",['Castle Rock Entertainment'],"Awards, 1 win total","['Mockumentary', 'Parody', 'Satire', 'Comedy', 'Music']",['English']
144. Merrily We Roll Along,2025,2h 25m,PG-13,7.2,1.8K,78.0,"Spanning three decades, the turbulent relationship between a composer and his two lifelong friends, a writer and a lyricist and playwright.",https://www.imdb.com/title/tt32641442/?ref_=sr_i_144,"['George Furth', 'George S. Kaufman', 'Moss Hart']",['Maria Friedman'],"['Daniel Radcliffe', 'Jonathan Groff', 'Lindsay Mendez', 'Krystal Joy Brown', 'Katie Rose Clarke', 'Reg Rogers', 'Max Rackenberg', 'Sherz Aletaha', 'Brianna Stoute', 'Leana Rae Concepcion']",,"$1,308,947","$2,669,435","$2,508,329","December 5, 2025",['United States'],,"['Radical Media', 'RadicalMedia']","Awards, 2 nominations total",['Musical'],['English']
145. The Legend of Ochi,2025,1h 35m,PG,5.8,10K,67.0,"In a remote village on the island of Carpathia, a shy girl is raised to fear an elusive animal species known as ochi. But when she discovers a wounded baby ochi has been left behind, she escapes on a quest to bring him home.",https://www.imdb.com/title/tt8866456/?ref_=sr_i_145,['Isaiah Saxon'],['Isaiah Saxon'],"['Helena Zengel', 'Willem Dafoe', 'Emily Watson', 'Finn Wolfhard', 'Razvan Stoica', 'Carol Bors', 'Andrei Antoniu Anghel', 'David Andrei Baltatu', 'Eduard Mihail Oancea', 'Tomas Otto Ghela']","$10,000,000 (estimated)","$52,514","$4,872,389","$2,475,373","April 25, 2025","['United States', 'Finland', 'United Kingdom']",['Romania'],"['A24', 'Access Entertainment', 'IPR.VC']","Awards, 4 nominations total","['Quest', 'Teen Adventure', 'Teen Fantasy', 'Adventure', 'Family', 'Fantasy']",['English']
146. Coolie,2025,2h 48m,Not Rated,6.0,24K,,A mysterious man takes a stand against a corrupt syndicate exploiting and abusing the workers of a port town.,https://www.imdb.com/title/tt27441481/?ref_=sr_i_146,"['Chandhru Anbazhagan', 'Lokesh Kanagaraj']",['Lokesh Kanagaraj'],"['Rajinikanth', 'Nagarjuna Akkineni', 'Soubin Shahir', 'Upendra', 'Aamir Khan', 'Shruti Haasan', 'Sathyaraj', 'Pooja Hegde', 'Rachita Ram', 'Kanna Ravi']",,"$2,450,000","$7,501,962","$2,450,000","August 14, 2025",['India'],"['Vishakhapatnam, Andhra Pradesh, India']",['Sun Pictures'],,"['Tamil', 'One-Person Army Action', 'Action', 'Crime', 'Thriller']",['Tamil']
"147. Sorry, Baby",2025,1h 43m,R,7.1,25K,90.0,"After a tragic event, a woman finds herself alone while everyone else continues with their lives as if nothing had happened.",https://www.imdb.com/title/tt32843349/?ref_=sr_i_147,['Eva Victor'],['Eva Victor'],"['Eva Victor', 'Naomi Ackie', 'Louis Cancelmi', 'Kelly McCormack', 'Lucas Hedges', 'John Carroll Lynch', 'Hettienne Park', 'E.R. Fightmaster', 'Cody Reiss', 'Jordan Mendoza']","$1,500,000 (estimated)","$86,492","$3,446,512","$2,418,280","July 25, 2025","['United States', 'Spain', 'France']","[""Ipswich, Massachusetts, USA (College, and Decker's house at 27 County Street)""]","['Tango Entertainment (III)', 'High Frequency Entertainment', 'Big Beach']","Awards, 36 wins & 114 nominations total","['Dark Comedy', 'Psychological Drama', 'Comedy', 'Drama']",['English']
148. Dead Man's Wire,2025,1h 44m,R,6.4,12K,67.0,"On February 8, 1977, Tony Kiritsis entered the office of Richard Hall, president of the Meridian Mortgage Company, and took him hostage with a sawed-off shotgun wired with a ""dead man's wire"" from the trigger to Tony's own neck.",https://www.imdb.com/title/tt15181326/?ref_=sr_i_148,['Austin Kolodney'],['Gus Van Sant'],"['Bill Skarsgård', 'Dacre Montgomery', 'Al Pacino', 'Colman Domingo', ""Myha'la"", 'Cary Elwes', 'Kelly Lynch', 'John Robinson', 'Todd Gable', 'Mark Helms']","$13,000,000 (estimated)","$150,659","$3,734,402","$2,236,813","January 16, 2026",['United States'],"['Louisville, Kentucky, USA']","['Elevated Films (II)', 'Pressman Film', 'Pinstripes']","Awards, 2 wins & 3 nominations total","['Dark Comedy', 'Docudrama', 'Period Drama', 'True Crime', 'Biography', 'Crime', 'Drama', 'History', 'Thriller']",['English']
149. Detective Chinatown 1900,2025,2h 16m,,6.0,1.9K,,"In 1900, a white woman was murdered in Chinatown in San Francisco, and the suspect was a Chinese man. The murder caused social shock, and people demanded the closure of Chinatown.",https://www.imdb.com/title/tt34463310/?ref_=sr_i_149,['Sicheng Chen'],"['Sicheng Chen', 'Mo Dai']","['Baoqiang Wang', 'Haoran Liu', 'Chow Yun-Fat', 'White-K', 'Steven Zhang', 'Yunpeng Yue', 'John Cusack', 'Anastasiya Shestakova', 'Tai-Bo', 'Yutian Wang']",,"$749,920","$500,282,092","$2,229,946","January 29, 2025",['China'],,"['As One Productions', 'Beijing Happy Film Industry', 'Beijing Yitong Chuanqi Film Culture']","Awards, 18 wins & 18 nominations total","['Mandarin', 'Period Drama', 'Whodunnit', 'Comedy', 'Drama', 'Mystery']","['Mandarin', 'English', 'Navajo']"
150. Blue Moon,2025,1h 40m,R,6.8,25K,78.0,"Tells the story of Lorenz Hart's struggles with alcoholism and mental health as he tries to save face during the opening of ""Oklahoma!"".",https://www.imdb.com/title/tt32536315/?ref_=sr_i_150,"['Robert Kaplow', 'Lorenz Hart', 'Elizabeth Weiland']",['Richard Linklater'],"['Ethan Hawke', 'Bobby Cannavale', 'Andrew Scott', 'Margaret Qualley', 'Patrick Kennedy', 'Jonah Lees', 'Simon Delaney', 'Giles Surridge', 'Cillian Sullivan', 'Michael James Ford']",,"$65,593","$3,569,263","$2,170,688","October 24, 2025","['Ireland', 'United States']",,"['Sony Pictures Classics', 'Renovo Media Group', 'Detour Pictures']","Nominated for 2 Oscars, 17 wins & 74 nominations total","['Psychological Drama', 'Biography', 'Comedy', 'Drama', 'History', 'Music', 'Romance']","['English', 'Hebrew']"
151. Game Changer,2025,2h 45m,,5.0,29K,,An honest IAS officer's fight against a corrupt political system through fair and transparent elections.,https://www.imdb.com/title/tt14209618/?ref_=sr_i_151,"['Ranjeet Bahadur', 'Sai Madhav Burra', 'Rajendra Sapre']",['Shankar Shanmugham'],"['Ram Charan', 'Kiara Advani', 'Sankalpa Banerjee', 'Anjali', 'S.J. Suryah', 'Meka Srikanth', 'Sunil', 'Jayaram', 'Samuthirakani', 'Brahmanandam']",,"$2,100,000","$2,849,061","$2,100,000","January 10, 2025",['India'],,"[""Benay's Bird & Animal Source"", 'Sri Venkateswara Creations', 'Zee Studios']",,"['Telugu', 'One-Person Army Action', 'Political Drama', 'Political Thriller', 'Action', 'Drama', 'Thriller']",['Telugu']
152. The Wedding Banquet,2025,1h 43m,R,6.3,4.5K,68.0,"A gay man makes a deal with his lesbian friend: a green-card marriage for him, in exchange for in vitro fertilization treatments for her. Plans evolve as Min's grandmother surprises them with a Korean wedding banquet.",https://www.imdb.com/title/tt32214413/?ref_=sr_i_152,"['Andrew Ahn', 'James Schamus', 'Ang Lee']",['Andrew Ahn'],"['Bowen Yang', 'Lily Gladstone', 'Kelly Marie Tran', 'Han Gi-Chan', 'Joan Chen', 'Youn Yuh-jung', 'Bobo Le', 'Camille Atebe', 'Jeffrey Liang', 'Emma Yi']",,"$918,598","$2,450,072","$2,090,228","April 18, 2025",['United States'],"['Vancouver, British Columbia, Canada']","['Scythia Films', 'Bleecker Street Media', 'Kindred Spirit']","Awards, 3 wins & 11 nominations total","['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']","['English', 'Korean']"
"153. Oh, Hi!",2025,1h 35m,R,6.1,10K,62.0,Iris and Isaac's first romantic weekend getaway goes awry in a most unexpected way.,https://www.imdb.com/title/tt33292655/?ref_=sr_i_153,"['Sophie Brooks', 'Molly Gordon']",['Sophie Brooks'],"['Molly Gordon', 'Logan Lerman', 'Geraldine Viswanathan', 'John Reynolds', 'David Cross', 'Polly Draper', 'Desmin Borges', 'Jimmy Gary Jr.', 'Ruben Ortiz', 'Tabitha Lawing']",,"$1,151,572","$2,087,693","$2,082,113","July 25, 2025",['United States'],"['Hudson Valley, New York, USA']","['Cliffbrook Films', 'Watermark Media', 'QWGmire']","Awards, 2 nominations total","['Dark Comedy', 'Comedy']",['English']
154. Sight & Sound Presents: NOAH Live,2025,2h 45m,,6.1,29,,"As a massive storm approaches, Noah must build a boat to save his family and two of each animal from a worldwide flood, while keeping faith in God's promises despite the chaos around him.",https://www.imdb.com/title/tt37896717/?ref_=sr_i_154,[],"['Joe Dignoti', 'Tom Sharpes']","['Joe Dignoti', 'Tom Sharpes']",,"$1,337,568","$2,059,719","$2,059,719","September 18, 2025",['United States'],,['Sight & Sound Theatres'],,['Musical'],['English']
155. Charlie the Wonderdog,2025,1h 35m,PG,5.2,803,,"A dog gains superpowers after he is abducted by aliens. Together, they battle an evil cat threatening humanity while the dog becomes a famous superhero.",https://www.imdb.com/title/tt29612071/?ref_=sr_i_155,"['Steve Ball', 'Raul Inglis', 'Shea Wageman']",['Shea Wageman'],"['Owen Wilson', 'Vincent Tong', 'Tabitha St. Germain', 'Rhona Rees', 'Shawn Youngchief', 'Anthony Bolognese', 'Sebastian Billingsley-Rodriguez', 'Lindsay Gibson', 'Mela Pietropaolo', 'Emily Delahunty']",,"$781,550","$7,838,740","$2,003,436","January 16, 2026",['Canada'],,"['ICON Creative Studio', 'Centurion Pictures']",,"['Animal Adventure', 'Animation', 'Comedy', 'Family']",['English']
156. Opus,2025,1h 44m,R,5.7,14K,42.0,"A writer travels to the compound of a pop icon who disappeared years ago. Surrounded by his cult of sycophants, as well as a group of fellow journalists, she soon discovers his twisted plans for the gathering.",https://www.imdb.com/title/tt29929565/?ref_=sr_i_156,['Mark Anthony Green'],['Mark Anthony Green'],"['Ayo Edebiri', 'John Malkovich', 'Juliette Lewis', 'Murray Bartlett', 'Melissa Chambers', 'Tony Hale', 'Stephanie Suganami', 'Mark Sivertsen', 'Amber Midthunder', 'Tatanka Means']","$10,000,000 (estimated)","$1,033,117","$2,196,593","$1,993,397","March 14, 2025",['United States'],"['New Mexico, USA (Cult Compound)']","['A24', 'Macro', 'Makeready']","Awards, 2 nominations total","['Psychological Drama', 'Psychological Thriller', 'Drama', 'Music', 'Thriller']",['English']
157. Christy,2025,2h 15m,R,6.6,18K,58.0,"The life and the incredible career of Christy Martin, the most successful female boxer of the 1990s.",https://www.imdb.com/title/tt32323252/?ref_=sr_i_157,"['Mirrah Foulkes', 'David Michôd', 'Katherine Fugate']",['David Michôd'],"['Sydney Sweeney', 'Coleman Pedigo', 'Merritt Wever', 'Ethan Embry', 'Jess Gabor', 'Mamie Garard', 'James Self', 'Bill Kelly', 'Miles Mussenden', ""Walter 'Buddy' Carter""]","$15,000,000 (estimated)","$1,310,888","$2,343,418","$1,952,677","November 7, 2025",['United States'],"['Charlotte, North Carolina, USA']","['Black Bear', 'Anonymous Content', 'Votiv Films']","Awards, 2 wins & 6 nominations total","['Boxing', 'Docudrama', 'Epic', 'Period Drama', 'Biography', 'Drama', 'History', 'Sport']",['English']
158. Back to the Past,2025,1h 47m,,6.0,1.2K,,"After losing everything for a crime he didn't commit, Ken vows to travel back to the Qin Dynasty and reclaim everything he lost by usurping the throne.",https://www.imdb.com/title/tt33348127/?ref_=sr_i_158,"['Xin He', 'June Zhong']","['Jack Lai', 'Yuen Fai Ng']","['Louis Koo', 'Raymond Lam', 'Jessica Hester Hsuan', 'Sonija Kwok', 'Joyce Tang Lai-Ming', 'Jimmy Au', 'Baihe Bai', 'Andrew Tsun-Ting Chan', 'Kwok-Pong Chan', 'Louis Cheung']","HK$350,000,000 (estimated)","$695,019","$15,041,950","$1,949,379","January 30, 2026",['Hong Kong'],,"['China Star Movie', 'Huace Pictures', 'One Cool Film Production']","Awards, 11 nominations total","['Cantonese', 'Time Travel', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']",['Cantonese']
