Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
117. Never Back Losers,1961,1h 1m,,6.3,125,,"Two rival gangs are trying to fix horse races and a jockey is attacked and left for dead in a stage-managed car crash. An insurance investigator makes routine inquires into the ""accident"" and one of the gang leaders feels threatened by this and takes counter-measures.",https://www.imdb.com/title/tt1728172/?ref_=sr_i_117
118. The Frightened City,1961,1h 37m,,6.2,1.2K,,"A small time thief is recruited by a mobster to help with the racketeering. He doesn't like the job, but with the mob on his back, a femme fatale in his bed and a sick friend to care for, he will have to keep all his wits about him.",https://www.imdb.com/title/tt0054898/?ref_=sr_i_118
119. Too Late Blues,1961,1h 43m,Not Rated,6.8,1.6K,,"Ghost is an ideological musician who would rather play his blues in the park to the birds than compromise himself. However, when he meets and falls in love with beautiful singer Jess Polanski, she comes between him and his band members, and he leaves his dreams behind in search of fame.",https://www.imdb.com/title/tt0055534/?ref_=sr_i_119
120. Striped Trip,1961,1h 27m,,7.3,2.8K,,A comedy about tigers and lions running around a cruise ship full of passengers.,https://www.imdb.com/title/tt0056357/?ref_=sr_i_120
121. La viaccia,1961,1h 42m,,6.9,820,,The original Italian is La Viaccia (the name of the family farm which motivates the plot). The death of a wealthy patriarch in 1885 sets off an interfamily power struggle. Son Ferdinando buys out his other relatives in order to gain full control over the dead man's property. But Ferdinando's nephew Amerigo holds out. Amerigo's stance is weakened when he heads for Florence and meets prostitute Bianca.,https://www.imdb.com/title/tt0056657/?ref_=sr_i_121
122. Tintin and the Mystery of the Golden Fleece,1961,1h 44m,,6.1,1.6K,,Tintin and Captain Haddock try to discover what is so desirable about their old and apparently worthless ship.,https://www.imdb.com/title/tt0055526/?ref_=sr_i_122
123. Flame in the Streets,1961,1h 33m,Not Rated,6.7,434,,"During the 1960s in Britain, tense race relations between whites and blacks are affecting the workplace, the family, the dating scene, and the society at large.",https://www.imdb.com/title/tt0054879/?ref_=sr_i_123
124. Posse from Hell,1961,1h 28m,Approved,6.6,1.4K,,"Banner Cole is a tough sheriff's deputy who forms a small posse to go after 4 death cell escapees who killed the sheriff , along with 3 other men, and kidnapped a woman with rape in mind.",https://www.imdb.com/title/tt0055318/?ref_=sr_i_124
125. On the Fiddle,1961,1h 29m,Not Rated,5.7,589,,"During World War II, a street peddler invents a story about enlisting, which convinces the magistrate to send him to the RAF instead of prison. A new loyal friend goes along with his schemes to avoid work, but eventually duty calls.",https://www.imdb.com/title/tt0055262/?ref_=sr_i_125
126. Antigone,1961,1h 33m,Not Rated,7.2,924,,"Antigone defies her uncle's decree that her traitorous brother should go unburied and therefore find no rest in the afterlife; however, her actions have tragic consequences.",https://www.imdb.com/title/tt0055375/?ref_=sr_i_126
127. The Return of Dr. Mabuse,1961,1h 29m,Not Rated,5.9,827,,Evil mastermind Dr. Mabuse is using brainwashed prison inmates to commit crimes but the German police aided by an FBI agent is on his trail.,https://www.imdb.com/title/tt0055008/?ref_=sr_i_127
128. Paris Belongs to Us,1961,2h,Not Rated,6.7,2.8K,,"Anne Goupil is a literature student in Paris in 1957. Her elder brother, Pierre, takes her to a friend's party where the guests include Philip Kaufman, an expatriate American escaping McCarthyism, and Gerard Lenz, a theatre director who arrives with the mysterious woman Terry. The talk at the party is about the apparent suicide of their friend Juan, a Spanish activist who had recently broken up with Terry. Philip warns Anne that the forces that killed Juan will soon do the same to Gerard. Gerard is trying to rehearse Shakespeare's ""Pericles"", although he has no financial backing. Anne takes a part in the play to help Gerard, and to try to discover why Juan died.",https://www.imdb.com/title/tt0054156/?ref_=sr_i_128
129. The Assassin,1961,1h 23m,Not Rated,7.0,1.6K,,"Alfredo Martelli is picked up by the police at his apartment without justification. In the precinct, he slowly discovers what the investigation is about as we discover details about his life.",https://www.imdb.com/title/tt0054640/?ref_=sr_i_129
130. Honeymoon of Terror,1961,1h 2m,,4.5,140,,"A couple honeymoons on a deserted isle called Thunder Island. When the husband leaves the island to go for supplies, the wife finds that the island isn't as deserted as they thought it was.",https://www.imdb.com/title/tt0173908/?ref_=sr_i_130
131. Snow White,1961,1h 3m,,6.4,275,,"Hated by her jealous and bloodthirsty stepmother, Snow White flees a murder attempt and seeks shelter in the woods with seven kindly dwarfs. Feeling she is safe from harm, Snow White welcomes the disguised queen into her home...with fatal consequences.",https://www.imdb.com/title/tt0173173/?ref_=sr_i_131
132. The Sin of Mona Kent,1961,1h 15m,,5.9,16,,"A news columnist digs deep for details in the life of Broadway actress Mona Kent, and what he finds is the sordid, less than glamorous story of a naive but determined country girl haunted by nude photos she posed for on her way to the top.",https://www.imdb.com/title/tt0275682/?ref_=sr_i_132
133. Go Naked in the World,1961,1h 43m,Approved,5.4,461,,The son of a successful Greek emigrant is torn between his father's expectations for him and his passionate love affair with a beautiful prostitute.,https://www.imdb.com/title/tt0054933/?ref_=sr_i_133
134. The Important Man,1961,1h 40m,Not Rated,7.4,798,,"Animas Trujano is a colorful but irresponsible Indian in a small Mexican village. He hopes above all things someday to be chosen mayordomio of his village, a place of great honor usually conferred upon the wealthiest and most respected citizens. Animas has a loyal wife, but cheats on her and gambles away every cent they raise. Chances arise for Animas to turn over a new leaf and even hope realistically for the honor of mayordomio. But will Animas behave responsibly enough to take advantage of these opportunities?",https://www.imdb.com/title/tt0055646/?ref_=sr_i_134
135. The Second Time Around,1961,1h 39m,Approved,6.5,909,,"In 1911, a widow with two children leaves New York City for territorial Arizona and becomes a ranch hand and later gets herself elected sheriff. A gambler and a rancher become rivals for her affections.",https://www.imdb.com/title/tt0055421/?ref_=sr_i_135
136. Revenge of the Snakes,1961,1h 44m,,7.7,1.6K,,"Karaagac was a small village and Bayram had an ordinary life with his mother Irazca, wife Hatice and children in there until Haceli take a place front of his house to make a new building.",https://www.imdb.com/title/tt0275089/?ref_=sr_i_136
137. The Singer Not the Song,1961,2h 12m,Not Rated,6.2,723,,"In a small Mexican town, a Catholic priest (Sir John Mills) and a local bandit (Sir Dirk Bogarde) clash, but the brave priest ultimately wins the outlaw's respect.",https://www.imdb.com/title/tt0054740/?ref_=sr_i_137
138. Hum Dono,1961,2h 44m,,7.5,504,,"When an army officer is presumed dead in battle, his lookalike is tasked with breaking the news to his family. However, circumstances force him to impersonate the dead man.",https://www.imdb.com/title/tt0225961/?ref_=sr_i_138
139. No Place Like Homicide!,1961,1h 27m,,6.3,1K,,"Ernie's uncle has just died, but to claim his inheritance he must spend the night in the ancestral home with the rest of his relatives. Before long, the guests begin to drop dead.",https://www.imdb.com/title/tt0056285/?ref_=sr_i_139
140. Invasion of the Neptune Men,1961,1h 14m,,2.2,2.9K,,Clumsy invaders from Neptune are thwarted by hero Space Chief and a nondescript group of microshort-wearing Japanese kids.,https://www.imdb.com/title/tt0055562/?ref_=sr_i_140
141. The Story of the Count of Monte Cristo,1961,2h 12m,,6.4,569,,"Edmond Dantes is falsely accused by those jealous of his good fortune, and is sentenced to spend the rest of his life in the notorious island prison, Chateau d'If. While imprisoned, he meets the Abbe Faria, a fellow prisoner whom everyone believes to be mad. The Abbe tells Edmond of a fantastic treasure hidden away on a tiny island, that only he knows the location of. After many years in prison, the old Abbe dies, and Edmond escapes disguised as the dead body. Now free, Edmond must find the treasure the Abbe told him of, so he can use the new-found wealth to exact revenge on those who have wronged him.",https://www.imdb.com/title/tt0054761/?ref_=sr_i_141
142. The Silent Call,1961,1h 3m,Approved,5.8,144,,"Young Guy Brancato's family moves from Nevada to California, leaving their dog Pete behind. Pete runs away and embarks on a journey to reunite with Guy in Los Angeles, while Guy searches for his missing pet.",https://www.imdb.com/title/tt0055449/?ref_=sr_i_142
143. Queen of the Nile,1961,1h 37m,,5.3,557,,Chronicles the rise and fall of the woman who eventually became known as Queen Nefertiti.,https://www.imdb.com/title/tt0055222/?ref_=sr_i_143
144. The Trojan Horse,1961,1h 45m,Not Rated,5.9,678,,"A retelling of the events leading to the use of the Trojan Horse, to bring down the great city of Troy.",https://www.imdb.com/title/tt0056042/?ref_=sr_i_144
145. Erik the Conqueror,1961,1h 21m,Not Rated,6.2,1K,,Two estranged brothers confront each other as rivals when war breaks out between Britain and the Vikings for control of England.,https://www.imdb.com/title/tt0055022/?ref_=sr_i_145
146. Susan Slade,1961,1h 56m,Approved,6.3,974,,A poor writer rivals a rich man's son for a young woman with a secret out-of-wedlock child.,https://www.imdb.com/title/tt0055490/?ref_=sr_i_146
147. Constantine and the Cross,1961,2h,Approved,5.8,592,,"Biopic of Constantine the Great, set between 293-312 AD, from his days as Tribune to his accession as Roman Emperor of Gaul under the tetrarchy system and ending with his battle against the usurper Roman Emperor Maxentius in Rome.",https://www.imdb.com/title/tt0055867/?ref_=sr_i_147
148. Spare the Rod,1961,1h 33m,Not Rated,6.6,267,,It is London in the year 1960 and John Saunders enthusiastically begins his new teaching career at a tough slum-area school. His class are bored pupils in their last term before leaving. Will he handle the grave problems that lie ahead?,https://www.imdb.com/title/tt0055469/?ref_=sr_i_148
149. Fear No More,1961,1h 20m,,6.3,397,,"A woman recently released from psychiatric care is accused of the murder of a woman found dead in her compartment. Arrested and taken off the train, she escapes custody and flees to her apartment, where she finds another murder victim.",https://www.imdb.com/title/tt0150524/?ref_=sr_i_149
150. Atlantis: The Lost Continent,1961,1h 30m,Approved,5.5,2.2K,,"Welcome to Atlantis, where royal guardsmen wear uniforms that could easily be from the wardrobe of Ming the Merciless and some unfortunate slaves are turned into bovine-headed beasts.",https://www.imdb.com/title/tt0054642/?ref_=sr_i_150
151. A Wife Confesses,1961,1h 31m,,7.5,825,,"Ayako is charged with murdering her much older academic husband while climbing a mountain. Ayako was having an affair, apparently with her husband's approval, and this complicates the trial.",https://www.imdb.com/title/tt0055551/?ref_=sr_i_151
152. Bachelor Flat,1961,1h 31m,Not Rated,5.8,492,,"British college professor seeks peace in a California beach house but has nothing but trouble from an uninvited female 'juvenile delinquent', a neighbor with a mischievous dog, and a bevy of amorous American woman.",https://www.imdb.com/title/tt0054651/?ref_=sr_i_152
153. Goodbye Again,1961,2h,Not Rated,7.0,3.2K,,"A successful business woman, dissatisfied with her current, philandering lover, starts an affair with a much younger man.",https://www.imdb.com/title/tt0054936/?ref_=sr_i_153
154. The Adventures of Lucky Pierre,1961,1h,Unrated,4.0,148,,A man imagines that everybody he sees is naked. He goes to see a psychiatrist to see if he can be cured.,https://www.imdb.com/title/tt0054604/?ref_=sr_i_154
155. Cry for Happy,1961,1h 50m,,5.8,326,,U.S. Navy photographic team uses Tokyo geisha house as its home.,https://www.imdb.com/title/tt0054772/?ref_=sr_i_155
156. Pigs and Battleships,1961,1h 48m,Not Rated,7.5,2.7K,,A young hoodlum decides to work for a criminal organization that is tearing itself apart.,https://www.imdb.com/title/tt0054709/?ref_=sr_i_156
157. Parrish,1961,2h 18m,Approved,6.5,1.3K,,"In the Connecticut River Valley, Parrish McLean and his mother are newly employed by the Sala Post tobacco farm that is engaged in a competition war with the neighboring Judd Raike tobacco corporation.",https://www.imdb.com/title/tt0055279/?ref_=sr_i_157
158. The Errand Boy,1961,1h 32m,Approved,6.4,2.2K,,"A goofy paperhanger is hired to root out a financial inefficiency on a Hollywood studio lot, wreaking havoc as he goes.",https://www.imdb.com/title/tt0054853/?ref_=sr_i_158
159. The Outsider,1961,1h 48m,Approved,7.2,1K,,"Tony Curtis plays an Indian (Nicknamed ""Chief"" by other soldiers) who fights in WWII and helps to raise the flag at Iwo Jima.",https://www.imdb.com/title/tt0055270/?ref_=sr_i_159
160. Pagan Island,1961,1h 7m,,4.5,156,,The survivor of a shipwreck finds himself on an island populated only by women.,https://www.imdb.com/title/tt0054154/?ref_=sr_i_160
161. Greyfriars Bobby: The True Story of a Dog,1961,1h 27m,Approved,7.2,1.9K,,The remarkable veritable story of a terrier named Bobby and the enduring friendship he forges with a tenderhearted shepherd known simply as Old Jock---unbroken even by the kindly old man's death.,https://www.imdb.com/title/tt0054944/?ref_=sr_i_161
162. The Night Before Christmas,1961,1h 8m,,7.5,2.2K,,Surreal Soviet-era Christmas fantasy movie.,https://www.imdb.com/title/tt0057637/?ref_=sr_i_162
163. Werewolf in a Girls' Dormitory,1961,1h 23m,Approved,4.8,1.4K,,"At a girls' school, several students are murdered by a snarling, wolf/man-like creature. Suspicion falls upon a newly-arrived teacher.",https://www.imdb.com/title/tt0055106/?ref_=sr_i_163
164. Francis of Assisi,1961,1h 45m,Approved,6.3,1.2K,,"In 13th century Italy, Francis Bernardone, the son of an Assisi merchant, renounces a promising army career in favor of a monastic life and starts his own religious order, sanctioned by the Pope.",https://www.imdb.com/title/tt0054892/?ref_=sr_i_164
165. Operation Eichmann,1961,1h 32m,Approved,6.3,318,,"With the defeat of Germany that ends World War II in Europe, the Allies discover the true horror of more than six million Jews slaughtered by the Nazis - and the fact that one of the architects of this unimaginable crime has escaped. Adolf Eichmann flees to Barcelona and Argentina and the Israeli agents are determined to bring him to justice.",https://www.imdb.com/title/tt0055261/?ref_=sr_i_165
166. Like Wow!,1961,1h,Unrated,4.7,58,,A man finds magic glasses that allow him to see women naked.,https://www.imdb.com/title/tt0056256/?ref_=sr_i_166
167. Doctor Blood's Coffin,1961,1h 32m,Unrated,4.9,1.1K,,"People are mysteriously disappearing near a remote Cornish village, where a scientist is experimenting; reviving the dead.",https://www.imdb.com/title/tt0054823/?ref_=sr_i_167
168. The End of Summer,1961,1h 43m,,7.7,4.6K,,The family of an older man who runs a small sake brewery become concerned with his finances and his health after they discover him visiting an old mistress from his youth.,https://www.imdb.com/title/tt0055052/?ref_=sr_i_168
169. The Secret Ways,1961,1h 52m,Approved,6.2,531,,"During the 1956 Hungarian uprising, an American mercenary is hired to smuggle a Hungarian resistance leader out of Soviet-occupied Budapest.",https://www.imdb.com/title/tt0055423/?ref_=sr_i_169
170. Daniella by Night,1961,1h 23m,Not Rated,4.9,143,,"Daniella goes to Rome to replace a model who's been murdered. Count Castellani, her boss, is smitten with her and so is reporter Karl. When another model is killed in Castellani's house Daniella investigates trying to clear his name.",https://www.imdb.com/title/tt0055636/?ref_=sr_i_170
171. The Mark,1961,2h 7m,Approved,7.2,1.1K,,A man who served prison time for intent to molest a child tries to build a new life with the help of a sympathetic psychiatrist.,https://www.imdb.com/title/tt0055146/?ref_=sr_i_171
"172. Please, Not Now!",1961,1h 25m,,5.5,559,,Sophie's boyfriend plans to leave her for another woman. Sophie considers winning him back or eliminating her rival. A doctor interested in Sophie helps her pursue reconciliation to avoid violence.,https://www.imdb.com/title/tt0054700/?ref_=sr_i_172
173. A Weekend with Lulu,1961,1h 29m,Approved,5.9,295,,"Fred, Tim and Deirdre plan a fun weekend break on the coast. What they didn't make allowances for was the company of Deirdre's mother who insists on coming along as her daughter's chaperone.",https://www.imdb.com/title/tt0056683/?ref_=sr_i_173
174. Konga,1961,1h 30m,Unrated,4.5,2.2K,,"Dr.Decker comes back from Africa. During one year, he came across a way of growing plants and animals to an enormous size. He brings back a baby chimpanzee and he decides to use his chimp, 'Konga' to 'get rid of them'.",https://www.imdb.com/title/tt0055058/?ref_=sr_i_174
175. Common Law Wife,1961,1h 21m,Not Rated,4.4,198,,"Shug, a rich old man, throws out his longtime live-in mistress and moves in his young, sexy niece, who's just returned home after making a living as a stripper in New Orleans. The mistress doesn't intend to go without a fight, however, and while Shug tries to make peace between the two women, he doesn't realize that his niece has her own plans for him.",https://www.imdb.com/title/tt0123722/?ref_=sr_i_175
176. Angel Baby,1961,1h 37m,Approved,6.2,478,,"A young woman's transformation from healed to healer incurs many dramatic changes, some of which are much more apparent than others.",https://www.imdb.com/title/tt0054628/?ref_=sr_i_176
177. Eve and the Handyman,1961,1h 5m,,4.0,594,,"Eve is dressed in a long raincoat and follows the handyman around as he makes his appointed rounds. She watches as he has humorous run-ins while cleaning toilets, taking scrap metal to the dump, cleaning windows, delivering a tree, climbing poles, and remaining a gentleman while trying to help a topless hitchhiker. But why is she watching him so carefully?",https://www.imdb.com/title/tt0054859/?ref_=sr_i_177
178. The Marriage-Go-Round,1961,1h 38m,Approved,5.9,420,,A Swedish woman wants her American host to father her baby.,https://www.imdb.com/title/tt0054064/?ref_=sr_i_178
179. The Miracle of the Wolves,1961,1h 40m,,6.1,451,,"In the 15th century France, only one honest knight stands up on protection of a young noblewoman when she finds herself trapped in enmity between a king and a treacherous nobility.",https://www.imdb.com/title/tt0055182/?ref_=sr_i_179
180. The American Beauty,1961,1h 44m,,6.3,718,,"Marcel, a simple-minded factory worker, is tricked into buying a high-priced American convertible by a widow determined not to let it fall into the hands of her late husband's secretary/secret lover. Once in possession of the car, Marcel only encounters one bad luck episode after another with the excessive gasoline consumption, his wife trying to sell it to make ends meet, getting into traffic jams, accidentally riding into a car wash with the top down, and more.",https://www.imdb.com/title/tt0054676/?ref_=sr_i_180
181. The Devil's Hand,1961,1h 11m,Approved,4.6,1.5K,,"A man is haunted by visions of a beautiful woman. When he finally meets her, he winds up involved in a Satanic cult.",https://www.imdb.com/title/tt0055902/?ref_=sr_i_181
182. The Hellfire Club,1961,1h 34m,Approved,5.3,385,,"Years after fleeing his ancestral home with his mother, Jason returns home to claim his birthright, only to find his way blocked by his evil cousin Thomas. In order to reclaim his title, Jason must do battle with his cousin, who calls upon the members of the deadly Hellfire Club to stop him.",https://www.imdb.com/title/tt0053903/?ref_=sr_i_182
183. Pasamalar,1961,3h 17m,Not Rated,7.6,223,,The bond of love between a brother and a sister is tested due to the machinations of a greedy relative.,https://www.imdb.com/title/tt0156874/?ref_=sr_i_183
184. Dark Journey,1961,1h 38m,,6.4,110,,"The story of a married man, Paul Gueret, who finds himself drawn to a young laundry worker, Angele. However, when he finds out she is also his employer's mistress, in a furious rage he might do things he'll regret in the future.",https://www.imdb.com/title/tt0055084/?ref_=sr_i_184
185. On the Double,1961,1h 32m,Approved,6.4,907,,"At the time of the invasion of Normandy, an American soldier is asked to impersonate a British general in order to confuse German spies and assassins in London.",https://www.imdb.com/title/tt0055253/?ref_=sr_i_185
186. Five Minutes to Live,1961,1h 15m,Approved,5.4,1.1K,,A murderous thug and his cohorts take a bank executive's wife hostage after their robbery plans go awry.,https://www.imdb.com/title/tt0054817/?ref_=sr_i_186
187. A Difficult Life,1961,1h 58m,Not Rated,8.0,2.3K,,"Silvio refuses to fight for the fascists and joins the resistance with Elena. After the war, his vitriolic newspaper articles cause him to be sentenced to imprisonment.",https://www.imdb.com/title/tt0055602/?ref_=sr_i_187
188. The Counterfeiters of Paris,1961,1h 38m,,7.0,1.5K,,"""Le Dabe"" retired many years ago and now he lives in the Tropics where he owns stables and horses. He is a very rich man. He was the king of all money counterfeiters. He is contacted from Paris to organize a new job. He says no. But when he finds out the the currency that should be counterfeited is the Dutch florin, he accepts immediately. He retired after having counterfeited 100 florin notes just before the Queen Wilhelmina retired them from circulation. He flies to Paris. But the gang is not to be trusted, at least not all of them.",https://www.imdb.com/title/tt0054734/?ref_=sr_i_188
189. El analfabeto,1961,2h 8m,,7.1,710,,"A man who cannot read or write is given a letter that says he is the inheritor of two million pesos, which starts off a series of events regarding his job, love, and education.",https://www.imdb.com/title/tt0053600/?ref_=sr_i_189
190. All in a Night's Work,1961,1h 34m,Approved,6.1,1K,,Tony Ryder takes over his dead uncle's media empire while trying to keep quiet the mysterious circumstances of his death in a Palm Beach hotel room.,https://www.imdb.com/title/tt0054615/?ref_=sr_i_190
191. Junglee,1961,2h 30m,,6.9,571,,A humorless and pompous businessman goes wild when he falls in love. Now if only his domineering mother could understand his new lease on life.,https://www.imdb.com/title/tt0055035/?ref_=sr_i_191
192. I Aliki sto Naftiko,1961,1h 30m,,6.4,2K,,"The frustration of an unkept promise and an insuppressible youthful rebellion lead to an unprecedented act of love, as the daughter of the Hellenic Naval Academy's commander and a fourth-year cadet meet again in the strangest of places.",https://www.imdb.com/title/tt0179634/?ref_=sr_i_192
193. Cuba baila,1961,1h 27m,,7.0,15,,"The conflicts of a mother who wants, beyond her means, to organize the best possible quinceañera party for her daughter.",https://www.imdb.com/title/tt0208879/?ref_=sr_i_193
194. Shangri-La,1961,1h 3m,,5.4,33,,"Sammy, a zookeeper, prepares to go on a vacation with his friend. He starts to tell his friend about what a good time he had on his last vacation, visiting alligator farms and nudist camps, which are shown in flashbacks.",https://www.imdb.com/title/tt0148786/?ref_=sr_i_194
195. Gold of the Seven Saints,1961,1h 28m,Unrated,6.4,732,,"In Seven Saints, Utah, McCracken's outlaw gang is vying for fur trappers Jim Rainbolt and Shaun Garrett's gold nugget fortune that also catches the eye of Mexican bandit Gondora and his caballeros.",https://www.imdb.com/title/tt0054934/?ref_=sr_i_195
196. The Honeymoon Machine,1961,1h 27m,Approved,6.1,1.5K,,A navy lieutenant and his civilian friend use a classified computer to help them break the bank at a Venetian casino.,https://www.imdb.com/title/tt0054989/?ref_=sr_i_196
197. Fury at Smugglers' Bay,1961,1h 22m,,5.5,291,,Pirate wreckers ravage a small seaside community while the ineffectual local squire tries to discourage his son's romance with a smuggler's pretty daughter.,https://www.imdb.com/title/tt0057085/?ref_=sr_i_197
198. Double Bunk,1961,1h 32m,Not Rated,6.2,407,,"When newlyweds Jack and Peggy face eviction, they are tricked into buying a rundown houseboat. After rebuilding the engine, they take their friends Sid and Sandra on a trip down the river to Folkestone, but somehow they end up in France with no fuel and supplies and must resort to desperate actions to return home.",https://www.imdb.com/title/tt0054820/?ref_=sr_i_198
199. The Strange Countess,1961,1h 35m,,6.1,796,,"A girl is almost murdered, but no explainable motive can be found until a 20 year old murder is uncovered and linked to the case.",https://www.imdb.com/title/tt0055429/?ref_=sr_i_199
200. Goliath and the Vampires,1961,1h 31m,Approved,5.6,440,,Goliath must save the kidnapped women of his village from an evil zombie leader who needs their blood to feed his soldiers.,https://www.imdb.com/title/tt0055115/?ref_=sr_i_200
201. The Mongols,1961,1h 45m,,5.3,378,,"During the Mongol invasion of Poland, a conflict between Mongol Emperor Genghis Khan and his oldest son Ogotai ensues when the former aims for peace and the latter itches for war and conquest.",https://www.imdb.com/title/tt0055190/?ref_=sr_i_201
202. The Devil's Daffodil,1961,1h 26m,,5.6,655,,"A Chinese detective breaks up a drug smuggling ring and tries to find the ""Daffodil Killer"". The drug smugglers had devised the ingenious method of smuggling heroin from Hong Kong in the stems of daffodils.",https://www.imdb.com/title/tt0054912/?ref_=sr_i_202
203. Gunga Jumna,1961,2h 58m,,7.4,692,,"Gungaram, a poor, indebted farmer, works hard to educate his younger brother Jumna and make him a police officer. Years later, circumstances force Gungaram to become an outlaw and now the brothers confront each other as enemies.",https://www.imdb.com/title/tt0054910/?ref_=sr_i_203
204. The Trunk,1961,1h 12m,,6.2,12,,An attorney's former mistress and his friend feign her death in order to bilk his new bride of 2000 pounds.,https://www.imdb.com/title/tt0181086/?ref_=sr_i_204
205. The Wonders of Aladdin,1961,1h 33m,,5.5,536,,"A poor young man finds a magic lamp that possesses a genie, who will grant the boy three wishes if he sets him free from the lamp.",https://www.imdb.com/title/tt0055178/?ref_=sr_i_205
206. Ring of Terror,1961,1h 11m,Unrated,1.9,1.4K,,A group of medical students undertake some silly and frightening endeavors in order to pledge a fraternity.,https://www.imdb.com/title/tt0056415/?ref_=sr_i_206
207. Five Golden Hours,1961,1h 30m,Approved,5.6,306,,Aldo is gallantly conning wealthy widows - until he falls in love with baroness Sandra. To support her Aldo devises an ingenious swindle that relieves his string of widows of unheard-of sums so Sandra will love him back and marry him.,https://www.imdb.com/title/tt0054877/?ref_=sr_i_207
208. Aimless Bullet,1961,1h 50m,Not Rated,7.2,831,,"A pressured accountant, his war veteran brother and their dysfunctional family struggle with integrating into post-War Korean society.",https://www.imdb.com/title/tt0053577/?ref_=sr_i_208
209. Jungle Fighters,1961,1h 50m,Approved,6.7,1K,,"In 1942, a group of British soldiers is sent on a mission in the Malaysian jungle and gets lost into the Japanese controlled zone.",https://www.imdb.com/title/tt0054037/?ref_=sr_i_209
210. Wonderful to Be Young!,1961,1h 32m,Not Rated,5.8,743,,"Youths must raise £1500 to save youth club from demolition by unscrupulous developer. They record song, broadcast it via pirate radio as ""Mystery Singer"" ploy to raise funds. Main character has secret he can't share with girlfriend.",https://www.imdb.com/title/tt0055626/?ref_=sr_i_210
211. A Thunder of Drums,1961,1h 37m,Approved,5.9,1K,,The trials and tribulations of bitter veteran Captain Maddocks and argumentative rookie Lieutenant McQuade at a cavalry desert outpost.,https://www.imdb.com/title/tt0055524/?ref_=sr_i_211
212. The Long Absence,1961,1h 34m,,6.9,1.1K,,A Parisian café owner believes her long lost husband has returned but the man suffers from amnesia.,https://www.imdb.com/title/tt0054426/?ref_=sr_i_212
213. The Pleasure of His Company,1961,1h 55m,Not Rated,6.7,927,,"Jessica Poole, is marrying Roger Henderson. When her father arrives, he disrupts the household of his ex-wife and befriends their cook.",https://www.imdb.com/title/tt0055307/?ref_=sr_i_213
214. Muchachas que trabajan,1961,1h 15m,,6.4,9,,,https://www.imdb.com/title/tt0180851/?ref_=sr_i_214
215. Joseph and His Brethren,1961,1h 43m,Not Rated,5.4,281,,"A brother is cast out from his family, sold in to slavery and then returns years later as a man of power - but shows forgiveness and compassion to his family through the strength of character given to him by God.",https://www.imdb.com/title/tt0056124/?ref_=sr_i_215
216. Portrait of a Mobster,1961,1h 48m,,6.6,143,,"This movie portrays the rise and fall of 1920s gangster Dutch Schultz. While building his own mob ring, he romances Iris, the daughter of a man he killed. When Iris marries a cop, Schultz makes sure the cop goes bad and takes kickbacks from Schultz's organization. Iris goes back to the arms of Schultz, not knowing he's the man who killed her father.",https://www.imdb.com/title/tt0055317/?ref_=sr_i_216
217. The Young Doctors,1961,1h 40m,Approved,6.8,618,,Medical drama set at one of New York City's hospitals during the early 1960s.,https://www.imdb.com/title/tt0055632/?ref_=sr_i_217
218. I zoi mou arhizei me sena,1961,1h 32m,,3.5,22,,"An arrogant lieutenant of the Royal Hellenic Navy who finds out that his ex-lover has deeper feelings for one of his colleagues, wants to take his revenge on him after a nearly fatal accident. Can he swallow his pride and accept the truth?",https://www.imdb.com/title/tt0290943/?ref_=sr_i_218
219. The Giant of Metropolis,1961,1h 38m,Unrated,4.7,469,,Muscleman Ohro travels to the sinful capital of Atlantis to rebuke its godlessness and hubris and becomes involved in the battle against its evil lord Yoh-tar and his hideous super-science schemes.,https://www.imdb.com/title/tt0054924/?ref_=sr_i_219
220. Two Half-Times in Hell,1961,2h 20m,,7.9,1.5K,,"On Hitler's birthday, the Germans decide to organize a soccer match between prisoners of war and Germans.",https://www.imdb.com/title/tt0056160/?ref_=sr_i_220
221. Bonitas las tapatías,1961,1h 30m,,,,,,https://www.imdb.com/title/tt0221836/?ref_=sr_i_221
222. Call Me Genius,1961,1h 45m,,6.8,1.2K,,"Tony Hancock gives up his day job to become an artist. He's a lot of enthusiasm, but little talent, and critics dislike his work. Nevertheless, he impresses a talented artist.",https://www.imdb.com/title/tt0055361/?ref_=sr_i_222
223. Erotica,1961,1h 8m,,4.6,156,,"A lurid journey into female sexuality told in six segments: ""Naked Innocence"", ""Beauties, Bubbles, and H2O"", ""The Bear and the Bare"",""Nudists on the High Seas"", ""The Nymphs"" and ""The Bikini Busters"".",https://www.imdb.com/title/tt0054852/?ref_=sr_i_223
224. The Terror of the Tongs,1961,1h 16m,Approved,5.7,1.2K,,"In 1910, Hong Kong members of a secret Tong crime syndicate protect their identities by murdering the daughter of a British sea captain who vows revenge.",https://www.imdb.com/title/tt0055516/?ref_=sr_i_224
225. The Dead One,1961,1h 8m,Not Rated,3.3,284,,A voodoo priestess sends out zombies to bring back live victims for her sacrificial rituals.,https://www.imdb.com/title/tt0054793/?ref_=sr_i_225
226. Most Dangerous Man Alive,1961,1h 22m,Approved,5.4,325,,"After wandering in a nuclear testing area in the desert, escaped mobster Ron Candell starts mutating and seeks revenge on his former crime partners.",https://www.imdb.com/title/tt0055197/?ref_=sr_i_226
